timestamp,amount,is_new_device,attempt_count,previous_chargebacks,velocity_24h,account_age_days,amount_vs_customer_baseline,device_customer_count,failed_attempt_ratio,is_chargeback
2026-01-02 05:49:00+00:00,120.83980885297434,0,1,0,2,318,1.0,1,0.0,0
2026-01-02 07:21:00+00:00,227.28195733773222,1,1,0,0,80,1.0,2,0.0,0
2026-01-02 07:21:00+00:00,170.24869182134015,1,1,0,1,116,1.0,1,0.0,0
2026-01-02 07:46:00+00:00,2004.9551937670326,1,1,0,0,99,1.0,1,0.0,0
2026-01-02 07:57:00+00:00,120.47549601139558,0,1,0,0,52,1.0,1,0.0,0
2026-01-02 08:30:00+00:00,675.968375188624,0,1,0,1,251,1.0,1,0.0,0
2026-01-02 08:41:00+00:00,299.84814195053974,0,1,0,1,203,1.0,1,0.0,0
2026-01-02 08:49:00+00:00,252.24294869094467,1,1,0,0,166,1.0,1,0.0,0
2026-01-02 10:10:00+00:00,414.3328443023143,0,3,2,3,3,1.0,1,0.6666666666666666,1
2026-01-02 11:59:00+00:00,175.63604849972435,0,1,0,1,355,1.0,1,0.0,0
2026-01-02 12:27:00+00:00,865.97598507,1,1,0,0,2,1.0,1,0.0,0
2026-01-02 12:38:00+00:00,917.833042815091,0,4,0,2,275,1.0,1,0.75,0
2026-01-02 12:44:00+00:00,989.4123885215732,0,1,0,1,303,1.0,1,0.0,0
2026-01-02 13:37:00+00:00,383.24763161011265,1,1,0,1,13,1.0,1,0.0,0
2026-01-02 13:41:00+00:00,199.25608448160352,0,2,0,1,80,1.0,1,0.5,0
2026-01-02 14:02:00+00:00,289.82022325961486,0,1,0,2,236,1.0,1,0.0,0
2026-01-02 15:12:00+00:00,1104.8298731957225,0,3,0,2,300,1.0,1,0.6666666666666666,0
2026-01-02 15:42:00+00:00,354.00260961302996,0,1,0,1,275,1.0,1,0.0,0
2026-01-02 15:56:00+00:00,892.9174277013021,0,1,0,1,250,1.0,1,0.0,0
2026-01-02 16:13:00+00:00,453.80717090084147,0,1,0,0,356,1.0,1,0.0,0
2026-01-02 16:19:00+00:00,354.3904516050583,1,1,0,1,115,1.0,1,0.0,0
2026-01-02 16:31:00+00:00,651.3644239885251,0,1,0,0,356,1.0,1,0.0,0
2026-01-02 17:02:00+00:00,266.03580743486594,0,1,0,1,220,1.0,1,0.0,0
2026-01-02 18:53:00+00:00,354.64931225844487,0,1,0,0,105,1.0,1,0.0,0
2026-01-02 19:57:00+00:00,199.9100544804725,0,3,0,1,105,1.0,1,0.6666666666666666,0
2026-01-02 20:02:00+00:00,768.6925869153895,0,1,0,2,113,1.0,1,0.0,0
2026-01-02 20:53:00+00:00,1042.8516210007783,0,1,0,0,226,1.0,1,0.0,0
2026-01-02 21:19:00+00:00,174.16268323072796,0,3,0,0,67,1.0,1,0.6666666666666666,0
2026-01-02 21:47:00+00:00,184.3502318262331,1,1,0,1,317,1.0,1,0.0,0
2026-01-02 22:03:00+00:00,570.2423204176619,1,1,0,0,334,1.0,1,0.0,0
2026-01-02 22:05:00+00:00,1059.0431877385452,0,1,0,0,192,1.0,1,0.0,0
2026-01-02 22:15:00+00:00,239.68954233555172,1,1,0,2,162,1.0,1,0.0,0
2026-01-02 22:35:00+00:00,176.92102505299113,1,1,0,3,343,1.0,1,0.0,0
2026-01-02 23:46:00+00:00,396.1681349531222,0,1,0,1,278,1.0,1,0.0,0
2026-01-02 23:49:00+00:00,3658.2667076282287,1,1,0,2,72,1.0,1,0.0,1
2026-01-03 00:01:00+00:00,1112.697537094302,1,1,0,1,20,1.0,1,0.0,0
2026-01-03 02:09:00+00:00,7385.673461529187,0,1,0,0,275,1.0,1,0.0,0
2026-01-03 02:51:00+00:00,118.45472762304504,0,1,0,1,333,1.0,1,0.0,0
2026-01-03 02:52:00+00:00,1167.2108932232636,0,2,0,0,51,1.0,1,0.5,0
2026-01-03 03:29:00+00:00,929.4433599675015,1,2,0,0,85,1.0,1,0.5,0
2026-01-03 03:54:00+00:00,489.6005880513479,0,1,0,0,299,1.0,1,0.0,0
2026-01-03 04:01:00+00:00,1475.7721344807992,0,4,0,0,261,1.0,1,0.75,0
2026-01-03 04:54:00+00:00,1125.4564213938806,0,2,0,2,125,1.0,1,0.5,0
2026-01-03 04:58:00+00:00,1786.1536587664275,1,1,0,3,241,1.0,1,0.0,0
2026-01-03 05:11:00+00:00,263.2098039108614,0,1,2,3,139,1.0,1,0.0,1
2026-01-03 05:16:00+00:00,1610.5816914565764,0,1,0,2,116,1.0,1,0.0,0
2026-01-03 06:27:00+00:00,4934.347899687423,1,1,0,0,313,1.0,1,0.0,0
2026-01-03 06:45:00+00:00,718.0154547053749,0,1,0,0,339,1.0,1,0.0,0
2026-01-03 07:17:00+00:00,605.2895430512862,0,3,0,2,221,1.0,1,0.6666666666666666,0
2026-01-03 07:20:00+00:00,287.3561068234324,0,1,0,0,56,1.0,2,0.0,0
2026-01-03 07:58:00+00:00,1227.3496058870949,1,1,0,1,227,1.0,1,0.0,0
2026-01-03 09:15:00+00:00,505.8876868848683,1,4,0,1,239,1.0,1,0.75,1
2026-01-03 09:33:00+00:00,1131.8639641922864,1,1,0,1,319,1.0,1,0.0,0
2026-01-03 09:51:00+00:00,288.8160532283267,0,2,0,1,70,1.0,1,0.5,0
2026-01-03 11:03:00+00:00,1120.852465379265,1,2,0,0,118,1.0,1,0.5,0
2026-01-03 12:26:00+00:00,1158.9673406861502,1,1,0,1,332,1.0,1,0.0,0
2026-01-03 12:31:00+00:00,1057.1813797388277,0,1,0,1,288,1.0,1,0.0,0
2026-01-03 12:50:00+00:00,699.3766716531711,1,1,0,1,62,1.0,1,0.0,0
2026-01-03 13:21:00+00:00,1026.091914844898,1,4,0,0,360,1.0,1,0.75,1
2026-01-03 13:36:00+00:00,197.67522966734717,0,3,0,1,143,1.0,1,0.6666666666666666,0
2026-01-03 14:06:00+00:00,455.0660609547617,0,1,0,0,14,1.0,1,0.0,0
2026-01-03 14:09:00+00:00,722.2223776058376,0,1,0,3,107,1.0,1,0.0,0
2026-01-03 14:28:00+00:00,1985.3306216344074,0,1,0,1,287,1.0,1,0.0,0
2026-01-03 14:28:00+00:00,200.72899616140904,0,1,0,1,178,1.0,1,0.0,0
2026-01-03 14:34:00+00:00,345.056526303755,1,1,0,0,337,1.0,2,0.0,0
2026-01-03 14:50:00+00:00,334.30757099000493,0,1,0,1,74,1.0,2,0.0,0
2026-01-03 14:51:00+00:00,561.7619828022744,1,1,0,1,18,1.0,1,0.0,0
2026-01-03 15:43:00+00:00,979.5655380366908,1,1,0,0,255,1.0,2,0.0,0
2026-01-03 16:09:00+00:00,994.5956090554082,0,3,0,0,305,1.0,1,0.6666666666666666,0
2026-01-03 16:40:00+00:00,1655.128170015672,0,3,0,1,101,1.0,1,0.6666666666666666,0
2026-01-03 16:50:00+00:00,852.8618731496543,1,3,0,1,245,1.0,1,0.6666666666666666,0
2026-01-03 18:09:00+00:00,599.4752416514153,1,3,0,0,250,1.0,1,0.6666666666666666,0
2026-01-03 18:21:00+00:00,737.5501679023789,0,1,1,5,285,1.0,1,0.0,0
2026-01-03 18:40:00+00:00,1355.4803075420614,0,1,0,0,306,1.0,1,0.0,0
2026-01-03 18:51:00+00:00,1356.1003064804095,0,1,0,1,344,1.0,2,0.0,0
2026-01-03 18:54:00+00:00,2582.2410273881865,0,1,0,4,5,1.0,1,0.0,0
2026-01-03 19:05:00+00:00,230.91242369743878,0,1,1,4,205,1.0,1,0.0,1
2026-01-03 19:35:00+00:00,143.52755865186094,0,1,1,3,336,1.0,1,0.0,0
2026-01-03 20:55:00+00:00,41.48118993882743,0,1,0,1,289,1.0,1,0.0,0
2026-01-03 20:56:00+00:00,219.01932472495704,0,1,0,0,26,1.0,1,0.0,0
2026-01-03 20:57:00+00:00,228.508276316159,0,1,0,0,259,1.0,1,0.0,0
2026-01-03 20:58:00+00:00,344.8058152273014,0,1,0,1,275,1.0,1,0.0,0
2026-01-03 23:03:00+00:00,1727.8338468674515,0,2,0,0,51,1.0,1,0.5,0
2026-01-04 00:11:00+00:00,259.67554265259787,0,1,0,2,277,1.0,1,0.0,0
2026-01-04 00:38:00+00:00,89.17455628298286,0,1,0,0,197,1.0,1,0.0,0
2026-01-04 01:46:00+00:00,3644.3214538239054,0,1,0,1,272,1.0,1,0.0,0
2026-01-04 02:59:00+00:00,1809.6000439313436,1,1,0,1,227,1.0,1,0.0,0
2026-01-04 03:07:00+00:00,651.6261008143603,1,1,0,1,50,1.0,1,0.0,0
2026-01-04 03:51:00+00:00,1008.3363057924487,0,1,0,1,71,1.0,1,0.0,0
2026-01-04 04:16:00+00:00,153.05578929321743,1,1,0,0,172,1.0,3,0.0,0
2026-01-04 05:26:00+00:00,4151.805685053832,0,1,0,1,174,1.0,1,0.0,0
2026-01-04 05:28:00+00:00,2302.794298338414,0,2,0,1,299,1.0,2,0.5,0
2026-01-04 05:35:00+00:00,182.60878252642175,1,1,0,1,279,1.0,1,0.0,0
2026-01-04 05:57:00+00:00,569.3418326711749,1,1,0,3,354,1.0,1,0.0,0
2026-01-04 06:15:00+00:00,467.44591018022476,1,1,0,1,27,1.0,1,0.0,0
2026-01-04 06:42:00+00:00,348.4355759163866,0,1,0,2,216,1.0,1,0.0,0
2026-01-04 07:08:00+00:00,614.8900407036548,0,1,0,1,52,1.0,1,0.0,0
2026-01-04 07:21:00+00:00,356.9691285021271,1,3,0,0,249,1.0,1,0.6666666666666666,0
2026-01-04 07:51:00+00:00,455.05782970896917,1,1,1,2,39,1.0,1,0.0,1
2026-01-04 08:09:00+00:00,1130.8873200402827,0,1,0,1,121,1.0,1,0.0,0
2026-01-04 10:02:00+00:00,303.0832879147272,0,1,0,0,285,1.0,1,0.0,0
2026-01-04 10:06:00+00:00,274.22996547382786,0,1,0,0,93,1.0,1,0.0,0
2026-01-04 11:06:00+00:00,473.8431554643595,0,3,0,1,54,1.0,1,0.6666666666666666,0
2026-01-04 11:14:00+00:00,76.27265291721841,0,1,0,0,262,1.0,1,0.0,0
2026-01-04 11:53:00+00:00,340.9821036253753,0,1,0,2,298,1.0,1,0.0,0
2026-01-04 11:59:00+00:00,2130.671206126713,1,1,0,0,232,1.0,1,0.0,0
2026-01-04 13:05:00+00:00,415.1163582469971,0,1,0,2,225,1.0,1,0.0,0
2026-01-04 14:49:00+00:00,567.9569783199801,0,1,0,0,240,1.0,1,0.0,0
2026-01-04 15:17:00+00:00,1007.1248861969748,0,1,0,1,243,1.0,1,0.0,0
2026-01-04 16:07:00+00:00,65.82986573455963,0,1,0,0,227,1.0,1,0.0,0
2026-01-04 17:28:00+00:00,339.86672554758906,1,1,0,0,172,1.0,1,0.0,0
2026-01-04 18:35:00+00:00,271.40390936709895,0,1,0,2,311,1.0,1,0.0,0
2026-01-04 18:51:00+00:00,2747.529939227128,0,4,0,4,332,1.0,1,0.75,0
2026-01-04 19:26:00+00:00,414.76161033462506,0,1,0,1,110,1.0,1,0.0,0
2026-01-04 19:35:00+00:00,499.3056479890581,0,2,0,0,309,1.0,1,0.5,0
2026-01-04 19:39:00+00:00,536.050765746932,0,1,0,1,93,1.0,1,0.0,0
2026-01-04 20:00:00+00:00,809.4278565430211,0,1,0,2,334,1.0,1,0.0,0
2026-01-04 20:49:00+00:00,5567.149746009262,1,1,0,1,328,1.0,1,0.0,0
2026-01-04 20:54:00+00:00,3444.6763887334764,0,1,0,0,72,1.0,1,0.0,0
2026-01-04 20:57:00+00:00,1008.6129872790037,1,1,0,2,84,1.0,1,0.0,0
2026-01-04 21:06:00+00:00,265.3410582218765,1,1,0,2,111,1.0,1,0.0,0
2026-01-04 21:14:00+00:00,1862.8873462778838,1,1,0,0,313,1.0,1,0.0,0
2026-01-04 21:56:00+00:00,361.9490569681607,0,1,0,1,355,1.0,1,0.0,0
2026-01-04 22:26:00+00:00,355.5698423653122,1,1,1,1,40,1.0,1,0.0,1
2026-01-04 22:28:00+00:00,1151.6698066255624,0,1,0,0,135,1.0,1,0.0,0
2026-01-04 22:55:00+00:00,4117.737207916782,1,1,0,1,51,1.0,1,0.0,0
2026-01-04 23:04:00+00:00,374.7138014317162,1,1,0,0,12,1.0,1,0.0,0
2026-01-04 23:30:00+00:00,248.28157228101543,0,1,0,2,97,1.0,1,0.0,0
2026-01-04 23:44:00+00:00,1148.3232138540152,0,3,0,1,27,1.0,1,0.6666666666666666,0
2026-01-04 23:50:00+00:00,343.49327097495006,0,1,0,3,63,1.0,1,0.0,0
2026-01-05 00:14:00+00:00,137.8195004122617,0,1,0,3,42,1.0,1,0.0,0
2026-01-05 00:36:00+00:00,1073.7818558115996,0,1,0,6,356,1.0,1,0.0,0
2026-01-05 00:41:00+00:00,95.95645204471677,1,2,0,2,26,1.0,1,0.5,1
2026-01-05 01:09:00+00:00,1235.982870685899,0,3,0,0,83,1.0,1,0.6666666666666666,0
2026-01-05 02:21:00+00:00,727.6772463908532,0,1,0,1,341,1.0,1,0.0,0
2026-01-05 02:33:00+00:00,142.99788496527373,1,1,2,0,257,1.0,1,0.0,1
2026-01-05 02:34:00+00:00,639.2014426651135,1,1,0,1,177,1.0,1,0.0,0
2026-01-05 03:07:00+00:00,456.6594354812006,1,1,0,0,346,1.0,1,0.0,0
2026-01-05 04:50:00+00:00,424.5445575355092,0,4,0,0,81,1.0,1,0.75,0
2026-01-05 06:22:00+00:00,1495.0119071879883,0,1,0,1,70,1.0,1,0.0,0
2026-01-05 06:34:00+00:00,998.5441153858651,0,1,0,1,164,1.0,1,0.0,0
2026-01-05 08:37:00+00:00,686.1859805759955,0,2,0,1,41,1.0,1,0.5,0
2026-01-05 08:55:00+00:00,206.76404617887144,0,1,0,0,272,1.0,1,0.0,0
2026-01-05 11:44:00+00:00,233.8449735273987,0,1,0,0,223,1.0,1,0.0,0
2026-01-05 11:55:00+00:00,138.4037800669059,0,1,0,2,94,1.0,1,0.0,0
2026-01-05 12:31:00+00:00,187.14665323640952,0,1,0,3,63,1.0,1,0.0,0
2026-01-05 12:50:00+00:00,332.8262367085615,0,1,0,0,69,1.0,1,0.0,0
2026-01-05 13:08:00+00:00,3020.990498062824,0,1,0,2,280,1.0,1,0.0,0
2026-01-05 13:30:00+00:00,1033.9362612344437,1,1,0,1,17,1.0,1,0.0,0
2026-01-05 13:47:00+00:00,918.510367429674,0,1,0,0,274,1.0,1,0.0,0
2026-01-05 15:44:00+00:00,144.54305993201348,0,4,0,2,359,1.0,1,0.75,0
2026-01-05 17:21:00+00:00,271.2726000240071,1,1,0,1,49,1.0,1,0.0,0
2026-01-05 17:43:00+00:00,483.7775036707788,0,1,0,1,277,1.0,1,0.0,0
2026-01-05 18:19:00+00:00,554.9951277756784,0,4,0,2,57,1.0,1,0.75,0
2026-01-05 18:21:00+00:00,877.6922945252785,0,1,0,0,131,1.0,1,0.0,0
2026-01-05 19:49:00+00:00,65.5128529583912,0,1,0,1,140,1.0,1,0.0,0
2026-01-05 20:08:00+00:00,1291.642443078565,0,1,0,1,70,1.0,1,0.0,0
2026-01-05 21:05:00+00:00,2111.861336606997,0,1,0,1,356,1.0,1,0.0,0
2026-01-05 21:12:00+00:00,2071.1921718630647,0,1,0,1,251,1.0,1,0.0,0
2026-01-05 21:23:00+00:00,1092.5735042999347,0,1,0,0,34,1.0,1,0.0,0
2026-01-05 22:06:00+00:00,256.32455970729916,0,1,0,2,219,1.0,1,0.0,0
2026-01-05 22:19:00+00:00,610.8007810554979,1,3,0,0,121,1.0,1,0.6666666666666666,0
2026-01-05 23:30:00+00:00,908.5777062376569,0,1,0,1,41,1.0,1,0.0,0
2026-01-06 00:32:00+00:00,702.594524938188,0,1,0,0,185,1.0,2,0.0,0
2026-01-06 00:33:00+00:00,271.31273819091587,0,1,0,1,249,1.0,1,0.0,0
2026-01-06 00:35:00+00:00,5478.199014637131,0,1,0,0,94,1.0,1,0.0,0
2026-01-06 01:05:00+00:00,1717.743854128752,0,2,0,1,270,1.0,1,0.5,0
2026-01-06 01:50:00+00:00,1189.9439931137415,0,1,0,1,86,1.0,1,0.0,0
2026-01-06 02:25:00+00:00,665.1470477759993,0,4,0,4,46,1.0,1,0.75,0
2026-01-06 02:53:00+00:00,317.09339467097476,1,1,0,1,134,1.0,1,0.0,1
2026-01-06 03:19:00+00:00,1275.2318348254948,1,1,0,3,318,1.0,2,0.0,0
2026-01-06 03:35:00+00:00,80.65760544999017,0,1,0,2,260,1.0,1,0.0,0
2026-01-06 04:12:00+00:00,62.05429826294434,0,1,0,0,347,1.0,3,0.0,0
2026-01-06 04:21:00+00:00,475.4443359941861,0,1,0,1,217,1.0,1,0.0,0
2026-01-06 04:45:00+00:00,562.0816816732773,1,1,0,0,206,1.0,1,0.0,0
2026-01-06 05:31:00+00:00,1229.7678224934352,0,1,0,2,301,1.0,1,0.0,0
2026-01-06 05:33:00+00:00,603.4141823491167,0,1,2,1,118,1.0,1,0.0,1
2026-01-06 05:43:00+00:00,643.6066084668043,0,1,0,1,139,1.0,1,0.0,0
2026-01-06 06:01:00+00:00,575.3867825037921,1,1,0,0,306,1.0,1,0.0,0
2026-01-06 06:37:00+00:00,735.19031629913,0,3,0,1,330,1.0,2,0.6666666666666666,0
2026-01-06 07:22:00+00:00,163.80413970561483,0,2,0,3,127,1.0,1,0.5,0
2026-01-06 07:37:00+00:00,447.6907668555672,0,1,0,0,298,1.0,1,0.0,0
2026-01-06 08:04:00+00:00,326.5216606989811,1,1,0,1,270,1.0,1,0.0,0
2026-01-06 08:17:00+00:00,60.83596876727686,0,1,0,1,64,1.0,1,0.0,0
2026-01-06 10:13:00+00:00,782.7210473089423,0,1,1,1,245,1.0,1,0.0,0
2026-01-06 10:37:00+00:00,675.9671886562846,1,1,0,1,131,1.0,1,0.0,0
2026-01-06 11:27:00+00:00,1136.209129774898,0,1,0,0,260,1.0,1,0.0,0
2026-01-06 11:46:00+00:00,269.3242351559663,0,1,0,2,150,1.0,1,0.0,0
2026-01-06 12:08:00+00:00,493.9270487925619,1,1,0,0,342,1.0,1,0.0,0
2026-01-06 12:37:00+00:00,3024.17002380936,1,1,0,2,300,1.0,1,0.0,0
2026-01-06 12:41:00+00:00,1572.6947162655515,0,1,0,1,210,1.0,1,0.0,0
2026-01-06 12:47:00+00:00,623.0245091458116,0,1,0,3,157,1.0,2,0.0,0
2026-01-06 12:51:00+00:00,382.4834377693421,0,2,0,0,334,1.0,1,0.5,0
2026-01-06 13:27:00+00:00,1642.4647439461546,1,1,0,2,44,1.0,1,0.0,0
2026-01-06 13:44:00+00:00,1210.9602062868432,0,1,0,2,57,1.0,1,0.0,0
2026-01-06 13:56:00+00:00,3182.953268330739,0,1,0,1,319,1.0,1,0.0,0
2026-01-06 14:28:00+00:00,247.94070291047322,0,1,0,2,88,1.0,1,0.0,0
2026-01-06 14:30:00+00:00,378.5103494589618,0,1,0,4,52,1.0,2,0.0,0
2026-01-06 15:55:00+00:00,1369.8479281999103,0,1,0,1,111,1.0,1,0.0,0
2026-01-06 16:17:00+00:00,692.4442637716145,0,1,0,1,359,1.0,1,0.0,0
2026-01-06 16:50:00+00:00,529.3947268717957,0,1,0,2,259,1.0,1,0.0,0
2026-01-06 18:28:00+00:00,379.65884934458086,0,3,0,2,234,1.0,1,0.6666666666666666,0
2026-01-06 18:34:00+00:00,310.99852277303296,1,1,0,1,297,1.0,1,0.0,0
2026-01-06 18:48:00+00:00,238.38144753158392,1,1,0,1,273,1.0,1,0.0,1
2026-01-06 19:41:00+00:00,143.48921943344385,0,1,1,4,22,1.0,1,0.0,1
2026-01-06 20:38:00+00:00,179.0761674754396,0,1,0,2,36,1.0,1,0.0,0
2026-01-06 21:52:00+00:00,1425.1435179619075,0,2,0,0,262,1.0,1,0.5,0
2026-01-06 22:36:00+00:00,197.27165450762087,1,1,0,1,167,1.0,1,0.0,0
2026-01-06 22:52:00+00:00,539.455913528361,0,1,1,7,33,1.0,1,0.0,0
2026-01-06 23:25:00+00:00,3268.0378257542943,0,1,0,1,86,1.0,1,0.0,1
2026-01-06 23:45:00+00:00,95.39748394725925,1,2,0,0,88,1.0,2,0.5,0
2026-01-07 00:26:00+00:00,666.0104947964996,0,1,0,1,219,1.0,2,0.0,0
2026-01-07 01:06:00+00:00,222.7387482897815,0,1,0,2,237,1.0,1,0.0,0
2026-01-07 01:20:00+00:00,757.0568432276935,0,1,0,4,232,1.0,1,0.0,0
2026-01-07 01:20:00+00:00,119.437866392001,1,1,0,1,213,1.0,1,0.0,0
2026-01-07 01:49:00+00:00,345.72727920254187,0,1,0,1,243,1.0,1,0.0,0
2026-01-07 02:42:00+00:00,953.8356581639989,1,1,0,2,209,1.0,1,0.0,0
2026-01-07 05:57:00+00:00,666.1221408196386,0,4,0,1,223,1.0,1,0.75,0
2026-01-07 06:04:00+00:00,1064.359410088919,1,1,0,0,185,1.0,1,0.0,0
2026-01-07 07:18:00+00:00,758.7742531011652,1,1,1,4,14,1.0,2,0.0,1
2026-01-07 07:50:00+00:00,73.86601298901626,0,1,0,0,5,1.0,1,0.0,0
2026-01-07 08:51:00+00:00,545.0967904390795,0,1,0,1,38,1.0,1,0.0,0
2026-01-07 09:16:00+00:00,93.91405324593018,0,1,0,0,68,1.0,1,0.0,0
2026-01-07 10:28:00+00:00,317.70144401694546,1,1,0,1,68,1.0,1,0.0,0
2026-01-07 10:43:00+00:00,181.98162483954428,0,1,0,3,154,1.0,1,0.0,0
2026-01-07 11:04:00+00:00,664.944399985955,1,1,0,0,319,1.0,1,0.0,0
2026-01-07 11:04:00+00:00,187.0922128935193,1,1,0,1,137,1.0,1,0.0,0
2026-01-07 11:37:00+00:00,213.36833098868414,1,3,0,1,293,1.0,2,0.6666666666666666,0
2026-01-07 11:46:00+00:00,610.6000391015737,0,2,0,0,102,1.0,1,0.5,0
2026-01-07 11:48:00+00:00,1564.2040881379016,0,1,0,3,315,1.0,1,0.0,0
2026-01-07 12:12:00+00:00,1836.7707496711832,1,1,0,2,204,1.0,1,0.0,0
2026-01-07 12:39:00+00:00,270.75314123007223,0,1,0,0,350,1.0,1,0.0,0
2026-01-07 13:02:00+00:00,517.9247622006577,0,1,0,1,271,1.0,1,0.0,0
2026-01-07 13:15:00+00:00,118.7528982253935,1,1,0,0,131,1.0,1,0.0,0
2026-01-07 13:52:00+00:00,1573.5033808391822,0,1,0,0,96,1.0,1,0.0,0
2026-01-07 14:11:00+00:00,2630.144255738933,0,1,0,0,179,1.0,1,0.0,0
